race_date,venue,race_no,race_name,distance,surface,direction,track_cond,weather,field_size,waku,horse_no,horse_name,sex,age,weight_carried,horse_weight,weight_change,jockey,trainer,win_odds
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,1,1,ラップサイディング,牝,3,54.0,,,町田直,内田勝,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,2,2,ララヴィテス,牡,3,56.0,,,池谷匠,酒井忍,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,3,3,セッテベロ,牝,3,,,,加藤雄,山崎裕,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,4,4,ゴーゴールイス,セン,3,56.0,,,古岡勇,加藤誠,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,5,5,シイズダイヤモンド,牝,3,54.0,,,和田譲,高月賢,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,6,6,クロムブレイズ,牝,3,54.0,,,伊藤裕,酒井忍,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,7,7,フルミネビアンコ,牡,3,56.0,,,櫻井光,田邊陽,
2026/06/19,川崎,1,３歳９,1400,ダ,左,,,8,8,8,ベリルキャッツアイ,牡,3,56.0,,,矢野貴,高月賢,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,1,1,マチダノチエコ,牝,3,54.0,,,藤江渉,山田質,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,2,2,アンプリフィ,牝,3,54.0,,,古岡勇,田邊陽,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,3,3,ユノアール,牝,3,,,,中山遥,林隆之,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,4,4,エルブフォール,牡,3,,,,加藤雄,甲田悟,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,5,5,テセラグラディウス,牝,3,54.0,,,佐野遥,高橋宏,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,6,6,パワーラクーン,牝,3,54.0,,,野畑凌,茂木浩,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,7,7,タイトノット,牡,3,56.0,,,伊藤裕,武井和,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,8,8,シゴデキ,牝,3,54.0,,,笹川翼,山崎誠,
2026/06/19,川崎,2,３歳８,1400,ダ,左,,,9,9,9,ダイリュウラッキー,牡,3,56.0,,,池谷匠,村田順,
2026/06/19,川崎,3,スパーキングデビュー新馬２歳５ニ,900,ダ,左,,,6,1,1,ブランソックス,牝,2,54.0,,,新原周,林隆之,
2026/06/19,川崎,3,スパーキングデビュー新馬２歳５ニ,900,ダ,左,,,6,2,2,ロビンマジョリティ,牝,2,54.0,,,池谷匠,田島寿,
2026/06/19,川崎,3,スパーキングデビュー新馬２歳５ニ,900,ダ,左,,,6,3,3,ラウロカンピオーネ,牡,2,54.0,,,町田直,佐々仁,
2026/06/19,川崎,3,スパーキングデビュー新馬２歳５ニ,900,ダ,左,,,6,4,4,インディゴールド,牡,2,54.0,,,野畑凌,田邊陽,
2026/06/19,川崎,3,スパーキングデビュー新馬２歳５ニ,900,ダ,左,,,6,5,5,ユルディズ,牝,2,54.0,,,笹川翼,山田質,
2026/06/19,川崎,3,スパーキングデビュー新馬２歳５ニ,900,ダ,左,,,6,6,6,ミヤフィデース,牝,2,54.0,,,中越琉,鈴木義,
2026/06/19,川崎,4,スパーキングデビュー新馬２歳４ハ,900,ダ,左,,,5,1,1,アイビーペネロペ,牝,2,54.0,,,古岡勇,平田正,
2026/06/19,川崎,4,スパーキングデビュー新馬２歳４ハ,900,ダ,左,,,5,2,2,バースバイパー,牝,2,54.0,,,佐野遥,久保秀,
2026/06/19,川崎,4,スパーキングデビュー新馬２歳４ハ,900,ダ,左,,,5,3,3,ダムブランシュ,牝,2,54.0,,,増田充,鈴木義,
2026/06/19,川崎,4,スパーキングデビュー新馬２歳４ハ,900,ダ,左,,,5,4,4,ピュアサロンガ,牝,2,54.0,,,矢野貴,内田勝,
2026/06/19,川崎,4,スパーキングデビュー新馬２歳４ハ,900,ダ,左,,,5,5,5,ウィズサークレット,牝,2,54.0,,,町田直,山崎裕,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,1,1,マイアイガー,牡,7,55.0,,,田中涼,加藤誠,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,2,2,スマイルフェリス,牝,5,55.0,,,佐野遥,高橋宏,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,3,3,タイセイルシエル,牡,4,57.0,,,町田直,内田勝,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,4,4,ワンラヴ,牝,8,55.0,,,藤江渉,村田六,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,5,5,アンジェラカフェ,牝,7,53.0,,,岡村裕,山田正,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,6,6,ポケットシンデレラ,牝,7,53.0,,,七夕裕,長谷忍,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,7,7,バイアルド,牡,7,55.0,,,野畑凌,茂木浩,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,8,8,モナークスラッガー,牡,6,,,,加藤雄,田島寿,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,8,9,ファイナルワンダー,牡,6,55.0,,,笹川翼,田島寿,
2026/06/19,川崎,5,ヴェルザンディ賞Ｃ２Ｃ３選定馬,2000,ダ,左,,,10,10,10,アイビーブリッツ,牡,5,57.0,,,新原周,山崎誠,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,1,1,ヒシルリアン,牡,6,56.0,,,岡田大,川島豊,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,2,2,リュウノシンクウハ,牡,5,56.0,,,増田充,高月賢,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,3,3,ティロワール,牝,5,54.0,,,中越琉,今井輝,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,4,4,メイショウユウモウ,セン,4,56.0,,,佐野遥,武井和,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,5,5,ポルタフェリーチェ,牝,4,54.0,,,山林信,平田正,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,6,6,クラウディルックス,牝,4,54.0,,,池谷匠,内田勝,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,7,7,イクノガキタゾ,牡,4,56.0,,,菅原涼,佐々仁,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,7,8,ダッシングマン,牡,4,56.0,,,藤江渉,平田正,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,9,9,オースター,牡,8,56.0,,,西啓太,山崎裕,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,8,10,レターフロムパリ,牝,5,54.0,,,櫻井光,久保勇,
2026/06/19,川崎,6,雲神賞Ｃ２選定馬,900,ダ,左,,,11,11,11,ゴーゴーダンサー,牝,5,,,,加藤雄,安池成,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,1,1,ヒソカ,牡,4,56.0,,,安藤洋,佐藤博,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,2,2,ベルトネ,牝,4,54.0,,,山中悠,山下之,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,3,3,アトラスライズ,牝,5,54.0,,,櫻井光,久保勇,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,4,4,ヴォラーレ,牡,4,56.0,,,伊藤裕,村田順,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,5,5,リコーターター,牝,4,54.0,,,西啓太,久保秀,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,6,6,オニノタマゴ,牡,5,56.0,,,古岡勇,安池成,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,6,7,エスジースパークル,牝,6,54.0,,,池谷匠,田島寿,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,8,8,ショウナンマンテン,牝,5,54.0,,,岡村裕,武井和,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,7,9,ボルドーティラミス,牝,4,,,,中山遥,田邊陽,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,10,10,ライヴドライバー,牡,4,56.0,,,中越琉,山崎尋,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,8,11,アマモト,牡,5,56.0,,,福原杏,山崎裕,
2026/06/19,川崎,7,Ｃ１一 二,1400,ダ,左,,,12,12,12,ミヤビモルタル,牡,5,56.0,,,矢野貴,岩崎真,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,1,1,ジーティーアグリム,牝,5,54.0,,,本田重,山崎尋,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,2,2,アルティメット,牝,5,54.0,,,中越琉,武井和,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,3,3,バトルクリーク,牡,5,56.0,,,木間龍,齊藤敏,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,4,4,ブリヤンオーブ,牡,4,56.0,,,鷹見陸,山下之,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,5,5,ランニングホット,牝,4,54.0,,,矢野貴,山崎裕,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,6,6,タキ,牡,5,56.0,,,古岡勇,甲田悟,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,6,7,ノーブルウィスパー,牝,5,54.0,,,岡村裕,佐々仁,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,8,8,スターアドミラル,牡,5,56.0,,,佐野遥,高月賢,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,7,9,ウワサノアノコ,牝,6,54.0,,,櫻井光,高橋宏,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,10,10,モジモジ,牡,4,,,,加藤雄,安池成,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,8,11,ヴィトーリアヘーザ,牝,4,54.0,,,新原周,酒井忍,
2026/06/19,川崎,8,Ｃ１一 二,1400,ダ,左,,,12,12,12,ニシノヒミチュ,牝,4,54.0,,,野畑凌,久保秀,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,1,1,ガルニエ,牡,5,56.0,,,西啓太,秋山直,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,2,2,コルネットロッソ,牡,5,56.0,,,御神訓,林隆之,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,3,3,タイムトゥキル,牝,6,54.0,,,池谷匠,内田勝,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,4,4,クリスタルアロー,牡,4,,,,加藤雄,山崎尋,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,5,5,マルターズヴェロス,牡,4,56.0,,,岡村健,齊藤敏,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,6,6,ダイゴホマレリュウ,牡,5,56.0,,,藤江渉,山田質,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,6,7,ベリーク,牡,5,56.0,,,町田直,高月賢,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,8,8,プルーフリーダー,牡,5,56.0,,,笹川翼,加藤誠,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,7,9,ニキ,牡,5,56.0,,,和田譲,野口寛,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,10,10,ヴィヴィッドムーン,牝,4,54.0,,,本田重,高月賢,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,8,11,ウインメラナイト,牡,5,56.0,,,古岡勇,古澤悟,
2026/06/19,川崎,9,レーニョ賞Ｃ１選定馬,1600,ダ,左,,,12,12,12,アイビーガオー,牡,4,56.0,,,新原周,茂木浩,
2026/06/19,川崎,10,千軍万馬賞Ｂ２Ｂ３選定馬,900,ダ,左,,,11,1,1,プレストルーチェ,セン,9,57.0,,,山中悠,高橋宏,
2026/06/19,川崎,10,千軍万馬賞Ｂ２Ｂ３選定馬,900,ダ,左,,,11,2,2,トリプルアクセル,牝,9,53.0,,,西啓太,山崎裕,
2026/06/19,川崎,10,千軍万馬賞Ｂ２Ｂ３選定馬,900,ダ,左,,,11,3,3,ランラン,牝,4,55.0,,,山林信,平田正,
2026/06/19,川崎,10,千軍万馬賞Ｂ２Ｂ３選定馬,900,ダ,左,,,11,4,4,ポッドレオ,牡,5,57.0,,,古岡勇,佐々仁,
2026/06/19,川崎,10,千軍万馬賞Ｂ２Ｂ３選定馬,900,ダ,左,,,11,5,5,ボニーマジェスティ,牡,7,57.0,,,町田直,平田正,
2026/06/19,川崎,10,千軍万馬賞Ｂ２Ｂ３選定馬,900,ダ,左,,,11,6,6,カンノンアーニモ,牡,5,55.0,,,佐野遥,河津裕,
