race_date,venue,race_no,race_name,distance,surface,direction,track_cond,weather,field_size,waku,horse_no,horse_name,sex,age,weight_carried,horse_weight,weight_change,jockey,trainer,win_odds
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,1,1,アビエーション,牝,3,54.0,,,秋元耕,吉田正,32.7
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,2,2,イチゴプリン,牝,3,54.0,,,古岡勇,安池成,8.4
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,3,3,ルミナスストーン,牝,3,,,,山本大,林　幻,9.1
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,4,4,ユウユウカツサンド,牝,3,54.0,,,佐野遥,武井和,32.1
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,5,5,セレステラ,牝,3,54.0,,,池谷匠,内田勝,20.9
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,6,6,ココア,牝,3,54.0,,,藤江渉,古澤悟,7.5
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,6,7,マッドチェイサー,牡,3,56.0,,,川島正,山田質,17.5
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,8,8,オリコウビアリッツ,牡,3,56.0,,,櫻井光,安池成,6.4
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,7,9,グリーンアンシェル,牝,3,,,,中山遥,伊藤滋,23.5
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,10,10,アファーマティヴ,牡,3,,,,加藤雄,河津裕,20.5
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,8,11,アメリカンサンデー,牡,3,56.0,,,中越琉,鈴木義,2.7
2026/06/18,川崎,1,３歳７,1400,ダ,左,重,雨,12,12,12,センプレヴェルデ,牝,3,54.0,,,野畑凌,佐藤博,9.2
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,1,1,ニャンモロー,牝,3,55.0,,,矢野貴,河津裕,3.7
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,2,2,クレイスアバンティ,牝,3,55.0,,,西啓太,山田質,24.2
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,3,3,パッツンドレス,牝,3,54.0,,,笹川翼,茂木浩,1.8
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,4,4,フラワーガールエス,牝,3,54.0,,,櫻井光,田邊陽,97.0
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,5,5,ブリットポップ,牡,3,56.0,,,新原周,山崎裕,30.5
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,6,6,フエルテコラソン,牝,3,55.0,,,川島正,佐々仁,5.0
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,7,7,キイチマイルス,牡,3,56.0,,,中越琉,武井和,97.0
2026/06/18,川崎,2,ヴィントシュトース賞３歳未格付選定馬,900,ダ,左,重,雨,10,8,8,ドナソレイ,牝,3,55.0,,,藤田凌,八木喜,26.7
