race_date,venue,race_no,race_name,distance,surface,direction,track_cond,weather,field_size,waku,horse_no,horse_name,sex,age,weight_carried,horse_weight,weight_change,jockey,trainer,win_odds,finish_position,finish_time,last_3f,passage_rate,popularity,result_weight,result_weight_change
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,8,11,ロマンスヒコー,牡,4,54.0,477,7,宮下瞳,竹下直,,1,1:32.7,39.7,2-2-2-2,2,477,7
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,5,5,ピッケレジーナ,牝,4,54.0,478,-7,細川智,沖田明,,2,1:33.2,39.8,3-6-5-3,3,478,-7
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,6,7,リコークルセーダー,牝,4,54.0,401,1,今井貴,地辺幸,,3,1:33.3,40.4,1-1-1-1,1,401,1
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,7,9,ロバストネス,牡,4,56.0,531,1,丸野勝,藤ケ人,,4,1:34.1,40.9,6-4-4-4,5,531,1
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,6,6,フィーユポワソン,牝,5,54.0,405,1,村上弘,榎屋充,,5,1:34.3,39.7,9-10-10-8,7,405,1
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,8,10,ポーラスター,牡,4,54.0,497,-2,木之葵,荒巻透,,6,1:34.7,40.9,10-9-8-7,4,497,-2
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,7,8,ライオンズマーチ,牝,4,54.0,444,-2,阪野学,倉地学,,7,1:35.6,42.4,4-3-3-6,9,444,-2
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,1,1,ヤマジョーカ,牡,4,56.0,468,10,丹羽克,錦見勇,,8,1:35.6,42.1,5-5-6-5,8,468,10
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,3,3,ポンドレイディ,牝,4,54.0,425,-1,加藤聡,宮本仁,,9,1:36.9,43.1,7-8-7-9,6,425,-1
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,4,4,アービトレーション,牝,5,54.0,457,-2,加藤利,錦見勇,,10,1:37.0,43.0,8-7-9-10,10,457,-2
2025/01/01,名古屋,1,Ｃ３２組,1400,ダ,右,良,晴,11,2,2,カツゲキツチノエネ,牝,6,53.0,461,-3,望月洵,錦見勇,,,,,,,461,-3
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,1,1,ノリサンブラック,牡,4,56.0,464,20,岡部誠,角田輝,,1,1:37.5,39.1,5-3-3-1,1,464,20
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,7,9,ルージュロンド,牝,4,54.0,508,1,塚本征,坂口義,,2,1:38.3,39.8,3-4-4-4,2,508,1
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,5,5,ウエスタンダンテ,牡,4,56.0,435,2,細川智,角田輝,,3,1:38.5,40.1,2-2-2-3,6,435,2
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,4,4,ニシノマツリ,牡,4,54.0,503,5,宮下瞳,宇都英,,4,1:39.0,40.1,10-8-8-5,4,503,5
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,2,2,レオハートビート,牡,4,56.0,463,-1,大畑雅,今津博,,5,1:39.1,40.5,7-6-6-6,3,463,-1
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,3,3,ニシノココ,牝,4,54.0,455,-1,阪野学,倉地学,,6,1:39.1,40.9,1-1-1-2,10,455,-1
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,6,6,カイブルーノ,牡,4,56.0,450,0,大畑慧,本名信,,7,1:39.1,40.1,8-9-9-7,7,450,0
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,6,7,ソーラーシステム,牡,4,56.0,502,6,丸野勝,井手慎,,8,1:39.4,40.8,4-5-5-8,5,502,6
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,8,10,シカンスイヨウ,牝,4,53.0,478,-5,望月洵,瀬戸悟,,9,1:40.4,41.7,6-7-7-9,8,478,-5
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,8,11,サンマルキングダム,牡,4,56.0,517,-10,村上弘,瀬戸悟,,10,1:41.0,41.2,9-11-10-10,9,517,-10
2025/01/01,名古屋,2,Ｃ３１組,1500,ダ,右,良,晴,11,7,8,パルパルマジック,牝,9,54.0,426,-1,丹羽克,錦見勇,,11,1:43.4,43.2,11-10-11-11,11,426,-1
2025/01/01,名古屋,3,Ｃ３０組,1500,ダ,右,良,晴,11,2,2,クィーンミツコ,牝,4,54.0,486,-1,塚本征,井手慎,,1,1:39.4,40.1,3-3-3-2,1,486,-1
2025/01/01,名古屋,3,Ｃ３０組,1500,ダ,右,良,晴,11,1,1,キタノアイヴォリー,牝,4,54.0,454,5,大畑雅,榎屋充,,2,1:39.5,40.0,5-5-6-5,2,454,5
