race_date,venue,race_no,race_name,distance,surface,direction,track_cond,weather,field_size,waku,horse_no,horse_name,sex,age,weight_carried,horse_weight,weight_change,jockey,trainer,win_odds,finish_position,finish_time,last_3f,passage_rate,popularity,result_weight,result_weight_change
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,6,6,ユキヤナギ,牝,5,54.0,470,-4,米倉知,加藤和,,1,1:40.0,41.8,3-3-2-2,1,470,-4
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,8,11,サトルアプローチ,牡,6,56.0,474,4,田知弘,金田一,,2,1:40.3,42.3,1-2-1-1,4,474,4
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,4,4,カフェダイナスティ,セ,0,56.0,494,-2,葛山晃,菅原欣,,3,1:40.3,40.5,8-7-7-4,6,494,-2
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,7,8,エニシャル,牝,4,53.0,434,-2,加藤翔,川添明,,4,1:40.5,40.5,9-9-8-5,2,434,-2
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,2,2,ポーラライツ,牡,4,56.0,439,-9,栗原大,菅原欣,,5,1:40.9,41.6,7-6-5-3,11,439,-9
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,8,10,サマーソルト,セ,0,56.0,497,-3,魚住謙,鋤田誠,,6,1:42.5,42.3,6-8-9-8,3,497,-3
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,3,3,ロジシップ,牡,7,56.0,464,9,甲賀弘,野田幸,,7,1:42.7,42.3,10-10-10-10,7,464,9
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,7,9,ウインドアリエル,牝,6,54.0,433,4,松戸政,野田幸,,8,1:43.5,44.3,4-5-5-9,10,433,4
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,5,5,マイティキッチョウ,牝,5,54.0,458,0,池田敦,鈴木正,,9,1:43.9,45.1,4-4-4-5,5,458,0
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,1,1,タマテバコ,牝,5,54.0,478,-6,兼子千,宗綱泰,,10,1:44.6,43.5,10-11-11-11,8,478,-6
2024/03/10,金沢,4,がんばれ北陸！ＴＫ利絵＆里美支援Ｃ１五,1500,ダ,右,不良,曇,11,6,7,リコーランカスター,牝,5,54.0,464,1,鈴木太,室井眞,,11,1:45.0,47.0,1-1-2-7,9,464,1
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,6,6,マイネルスピカ,牡,3,56.0,448,4,米倉知,加藤和,,1,1:38.8,40.5,3-1-1-1,1,448,4
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,2,2,エムティトップ,牝,3,54.0,408,13,吉田晃,佐藤茂,,2,1:39.0,40.5,4-3-3-2,2,408,13
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,6,7,ラシェンテ,牝,3,54.0,437,-1,沖静男,井樋一,,3,1:39.1,40.5,9-3-4-3,5,437,-1
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,7,8,レーヴァローゼ,牝,3,54.0,396,-4,栗原大,藤田弘,,4,1:39.4,39.9,10-8-7-6,8,396,-4
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,4,4,ドンリュウスター,牡,3,56.0,433,-7,池田敦,高橋俊,,5,1:39.6,40.7,7-6-5-4,3,433,-7
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,3,3,ティアジャーカー,牝,3,54.0,409,-15,甲賀弘,黒木豊,,6,1:40.1,41.1,4-9-6-7,10,409,-15
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,8,11,エザグランマ,牝,3,54.0,462,6,松戸政,井樋一,,7,1:40.5,41.1,8-7-9-8,7,462,6
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,5,5,バージンエスパー,牝,3,54.0,410,3,柴田勇,金田一,,8,1:41.0,42.7,2-1-2-5,9,410,3
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,8,10,グルタチオンシード,牡,3,56.0,459,7,魚住謙,鋤田誠,,9,1:41.5,42.2,4-5-8-9,6,459,7
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,1,1,タルト,牝,3,53.0,466,8,加藤翔,加藤義,,,,,1-10-10-10,4,466,8
2024/03/10,金沢,5,がんばれ北陸！ＴＫ亜子＆ことり支３歳Ａ２,1500,ダ,右,不良,曇,11,7,9,エドヴァルド,牡,3,56.0,0,0,服部大,田嶋幸,,,,,,,0,0
2024/03/10,金沢,6,のむさん金沢行っても忘れないで！杯Ｃ１四,1500,ダ,右,不良,曇,11,2,2,コスモノート,セ,0,56.0,522,0,栗原大,菅原欣,,1,1:37.3,38.9,6-3-3-1,1,522,0
2024/03/10,金沢,6,のむさん金沢行っても忘れないで！杯Ｃ１四,1500,ダ,右,不良,曇,11,4,4,ベルウッドアラシ,牡,4,55.0,443,-10,加藤翔,加藤義,,2,1:37.4,39.1,2-2-1-1,2,443,-10
